Claim Settlement Time,Claim Approval Rate,Claims Handling Process,Service_score
3.08,84.65,2,1
5.95,98.44,1,2
20.19,85.96,1,0
16.05,92.07,1,0
23.33,91.69,2,1
8.25,93.37,2,1
8.97,81.35,2,1
2.47,92.89,0,2
2.68,93.57,1,2
17.48,96.55,0,0
11.94,96.67,2,1
28.29,98.37,1,0
26.21,96.9,2,1
11.92,99.17,1,2
29.63,87.81,0,0
5.4,96.51,0,2
8.17,98.34,0,2
11.42,91.71,0,2
25.05,89.42,0,0
9.2,84.69,0,2
19.89,82.86,2,1
12.71,80.56,2,1
19.75,93.33,1,0
11.55,85.48,0,2
7.46,96.65,1,2
21.32,81.11,2,1
4.78,82.12,2,1
10.55,99.58,1,2
12.16,84.49,2,1
18.56,84.16,0,0
27.71,82.09,2,1
15.09,83.91,0,2
23.8,94.65,2,1
5.82,93.12,2,1
3.12,94.49,1,2
20.32,84.24,1,0
19.76,88.53,2,1
23.36,99.88,1,0
29.38,94.71,0,0
26.55,91.99,0,0
4.01,100.0,0,2
15.57,85.86,1,0
26.84,85.01,1,0
29.48,96.58,1,0
12.2,85.68,0,2
16.9,90.18,0,0
28.51,83.51,0,0
21.75,93.75,1,0
9.38,87.9,1,2
7.42,82.93,0,2
7.99,91.28,1,2
2.57,85.38,0,2
24.81,95.94,1,0
9.05,94.75,1,2
7.18,97.9,0,2
23.86,99.33,0,0
19.73,98.93,0,0
16.79,83.79,2,1
18.55,82.08,0,0
4.49,86.92,1,2
10.9,94.02,2,1
8.31,82.34,0,2
20.7,99.68,0,0
27.71,84.87,1,0
21.85,91.48,1,0
17.13,95.56,2,1
17.14,91.63,0,0
7.47,94.44,2,1
19.33,89.79,0,0
9.08,85.51,2,1
26.59,99.12,0,0
21.11,93.41,0,0
4.62,88.28,0,2
19.28,86.3,0,0
26.42,80.21,2,1
4.98,84.13,1,2
17.7,84.78,2,1
18.82,83.44,1,0
6.54,83.71,1,2
14.38,87.41,2,1
18.35,91.01,1,0
29.56,94.38,1,0
26.28,90.35,2,1
18.77,97.09,1,0
27.54,82.46,2,1
27.77,83.2,0,0
1.29,96.14,0,2
12.17,96.47,0,2
11.49,87.33,0,2
19.59,95.24,2,1
13.1,81.86,2,1
4.94,95.06,2,1
21.15,93.41,2,1
29.62,95.1,0,0
10.14,97.77,0,2
19.17,93.67,0,0
15.36,83.72,0,2
26.43,89.32,2,1
20.48,96.98,2,1
17.09,98.52,2,1
5.48,89.3,1,2
14.87,88.99,0,2
4.38,80.74,1,2
8.4,98.28,0,2
22.96,87.29,1,0
28.13,80.47,1,0
12.07,82.43,2,1
17.41,88.71,1,0
11.29,92.32,0,2
20.48,92.11,0,0
1.35,85.45,2,1
26.95,92.69,0,0
13.78,87.05,0,2
6.15,83.61,0,2
19.82,81.38,2,1
25.91,98.34,0,0
28.05,86.54,0,0
14.27,97.21,0,2
19.11,95.01,2,1
9.65,81.91,0,2
29.34,85.66,2,1
11.46,96.98,2,1
28.14,85.24,1,0
8.5,89.69,1,2
11.28,91.45,2,1
10.88,92.06,0,2
18.29,94.45,2,1
5.97,85.87,1,2
7.31,80.59,1,2
26.18,92.08,0,0
29.37,80.05,0,0
3.67,81.28,2,1
5.18,83.16,2,1
29.04,82.71,2,1
8.35,92.0,1,2
21.71,99.51,0,0
3.33,82.43,2,1
5.93,94.77,0,2
7.38,97.01,2,1
27.2,81.24,0,0
23.43,98.82,0,0
23.24,86.97,1,0
17.85,93.6,0,0
24.5,88.77,2,1
24.15,86.55,0,0
15.98,99.74,2,1
21.14,80.17,2,1
5.46,87.41,0,2
25.72,91.81,0,0
22.62,99.39,1,0
16.26,96.48,1,0
6.43,87.17,0,2
23.71,89.57,0,0
26.94,85.68,2,1
12.57,99.75,1,2
14.88,92.92,2,1
19.39,89.12,1,0
19.93,97.77,0,0
13.02,93.31,0,2
26.18,90.4,2,1
6.12,82.97,1,2
21.93,88.79,1,0
20.86,95.13,0,0
3.71,85.92,1,2
24.66,95.33,2,1
16.97,85.61,0,0
13.55,89.24,1,2
26.22,92.01,0,0
1.52,90.31,0,2
13.65,83.15,0,2
22.19,86.76,1,0
10.42,83.2,2,1
23.9,87.51,1,0
13.44,88.32,0,2
20.83,88.59,2,1
14.56,86.67,1,2
4.03,81.86,0,2
19.34,87.05,2,1
28.72,86.16,1,0
5.9,85.49,1,2
19.22,84.61,2,1
14.6,86.07,1,2
1.81,80.32,2,1
4.5,82.93,0,2
9.96,85.71,2,1
27.08,82.01,2,1
9.77,83.35,0,2
5.33,81.85,1,2
2.42,84.89,2,1
15.35,90.27,1,2
11.24,87.57,0,2
14.76,91.26,2,1
26.49,87.5,2,1
15.21,97.59,1,2
17.84,81.27,2,1
18.83,97.65,2,1
22.35,96.84,2,1
21.89,82.65,2,1
15.42,97.72,0,2
6.79,90.96,1,2
2.1,85.57,2,1
28.45,98.32,1,0
1.9,97.74,2,1
21.25,85.87,1,0
23.2,92.21,0,0
5.98,93.31,2,1
16.93,90.66,2,1
14.25,94.83,0,2
17.59,85.8,2,1
21.6,87.45,1,0
23.97,81.21,0,0
12.33,93.12,2,1
26.32,88.09,1,0
1.74,84.51,0,2
20.23,95.53,2,1
12.32,99.48,2,1
19.59,81.89,1,0
20.19,80.97,1,0
13.29,81.13,2,1
10.39,85.95,0,2
24.29,90.58,2,1
12.21,94.26,0,2
13.18,86.88,2,1
10.79,82.77,2,1
29.61,97.79,0,0
4.16,85.88,1,2
17.55,89.19,0,0
12.23,95.16,2,1
19.29,81.87,1,0
3.02,95.52,0,2
6.26,84.78,1,2
23.4,90.22,0,0
18.58,96.89,1,0
28.88,94.75,0,0
15.41,81.11,0,2
24.55,98.16,2,1
20.9,92.63,1,0
29.03,87.98,2,1
28.56,88.5,2,1
22.12,85.94,0,0
10.27,98.93,1,2
27.61,85.37,2,1
20.45,87.84,2,1
12.05,93.51,2,1
19.63,86.41,1,0
7.57,99.12,0,2
4.94,81.85,2,1
18.65,96.08,0,0
28.13,91.48,1,0
16.12,81.56,0,0
15.64,82.69,1,0
25.22,98.89,1,0
1.86,88.85,1,2
16.9,82.82,0,0
1.33,95.84,1,2
9.59,93.7,1,2
29.03,85.9,1,0
24.11,90.83,1,0
8.77,82.76,2,1
28.15,83.57,2,1
29.16,87.5,2,1
28.64,80.23,1,0
16.01,86.01,1,0
26.35,87.97,2,1
19.91,89.48,0,0
29.49,92.54,0,0
27.21,90.08,1,0
20.84,87.14,0,0
28.77,90.0,1,0
19.53,83.06,0,0
5.99,95.31,2,1
26.9,85.57,0,0
16.54,83.23,0,0
19.99,82.68,1,0
24.09,98.69,0,0
22.3,95.52,1,0
28.07,99.54,0,0
5.43,81.6,0,2
11.22,98.81,0,2
21.98,99.2,1,0
2.95,81.4,0,2
1.95,96.75,0,2
9.7,98.04,0,2
12.89,91.47,0,2
18.03,84.2,2,1
17.35,85.05,1,0
11.07,95.07,0,2
11.81,82.09,2,1
8.88,89.44,0,2
26.04,98.44,2,1
28.9,95.43,1,0
7.39,98.77,2,1
13.58,84.88,1,2
14.21,83.04,2,1
8.59,85.6,0,2
25.7,81.51,2,1
15.17,94.92,2,1
1.1,90.5,0,2
25.31,95.99,1,0
18.75,81.36,2,1
16.94,85.63,0,0
22.18,97.89,2,1
15.25,87.23,1,2
22.53,82.31,2,1
23.8,85.05,1,0
10.56,89.41,0,2
29.1,81.93,0,0
22.72,86.39,0,0
11.37,86.49,2,1
28.26,89.0,2,1
3.54,84.93,1,2
3.89,85.19,0,2
20.55,99.55,1,0
15.61,80.64,0,0
8.02,87.34,0,2
4.52,92.89,2,1
14.12,93.59,2,1
19.02,95.34,0,0
9.33,95.8,0,2
18.7,88.43,1,0
14.89,86.2,0,2
2.85,82.79,0,2
15.77,99.44,2,1
21.81,94.57,2,1
1.7,80.14,2,1
29.81,97.17,1,0
23.62,80.6,0,0
15.88,96.09,2,1
19.46,80.02,1,0
10.88,88.92,0,2
4.44,84.9,0,2
25.57,86.7,0,0
2.88,81.89,0,2
21.0,83.98,0,0
22.94,95.14,2,1
16.55,86.22,0,0
14.74,80.02,1,2
1.45,91.31,0,2
25.71,89.86,0,0
8.93,88.92,1,2
15.99,95.4,2,1
14.25,90.58,0,2
3.32,84.31,1,2
4.32,83.32,1,2
20.11,90.25,1,0
14.26,83.6,0,2
18.03,98.15,0,0
20.26,81.64,1,0
18.65,81.9,2,1
15.15,86.74,1,2
12.88,80.57,0,2
26.39,91.88,2,1
2.13,96.22,1,2
21.48,84.86,2,1
11.16,86.34,0,2
13.86,92.82,1,2
25.95,88.6,2,1
26.15,97.1,1,0
28.44,84.07,1,0
29.74,95.76,0,0
28.41,93.2,2,1
12.4,84.78,0,2
18.6,88.25,0,0
10.5,82.42,2,1
8.4,96.83,1,2
25.48,97.21,1,0
20.65,99.26,0,0
27.35,83.06,1,0
15.89,91.48,1,0
14.82,89.42,1,2
26.23,95.2,0,0
5.24,82.14,0,2
23.94,95.45,0,0
1.55,88.18,1,2
6.44,80.7,2,1
29.17,99.84,1,0
29.65,92.13,0,0
13.12,84.47,2,1
10.23,83.84,2,1
9.2,84.16,0,2
9.18,94.9,1,2
28.09,95.79,2,1
14.26,95.3,2,1
20.39,89.09,1,0
5.52,94.38,1,2
20.12,94.29,0,0
1.59,80.69,1,2
14.53,84.99,1,2
4.27,84.66,2,1
13.91,96.93,1,2
8.24,97.19,0,2
21.64,81.23,2,1
4.13,82.65,1,2
12.77,99.24,1,2
25.49,83.04,0,0
24.71,87.37,1,0
11.48,86.27,1,2
26.99,97.87,2,1
23.76,83.52,1,0
24.9,90.7,0,0
11.57,84.32,0,2
20.41,82.24,2,1
29.72,96.16,1,0
9.74,90.75,0,2
3.95,82.77,0,2
28.92,92.85,2,1
10.69,92.52,2,1
11.32,88.83,2,1
7.85,87.0,1,2
24.83,97.76,1,0
3.14,98.51,0,2
5.43,86.8,2,1
7.19,89.11,1,2
25.2,96.1,0,0
3.97,95.98,2,1
13.26,81.62,1,2
27.95,99.92,2,1
25.51,84.94,2,1
17.48,96.09,1,0
17.06,95.31,2,1
6.85,94.12,1,2
1.8,81.2,0,2
29.07,88.58,1,0
4.61,81.53,1,2
5.57,96.61,1,2
23.02,83.56,2,1
1.52,88.49,0,2
5.73,87.57,2,1
2.82,84.13,1,2
15.36,80.21,0,2
26.06,91.85,2,1
22.57,98.88,1,0
5.92,95.75,1,2
27.14,84.23,0,0
11.45,81.06,0,2
10.0,92.08,1,2
25.98,96.42,0,0
3.68,91.67,0,2
15.26,94.73,1,2
6.24,86.32,2,1
6.93,98.03,1,2
8.55,88.37,0,2
20.44,85.76,0,0
10.3,95.59,0,2
9.97,86.3,2,1
8.57,80.38,2,1
26.4,82.28,0,0
25.73,92.52,1,0
13.67,92.46,0,2
9.69,96.47,0,2
29.1,86.84,1,0
26.66,87.66,1,0
5.21,96.84,1,2
6.75,97.82,1,2
16.1,99.36,0,0
11.96,83.47,2,1
20.69,93.35,0,0
29.94,94.57,1,0
13.6,89.54,1,2
21.42,83.55,1,0
10.09,84.71,0,2
18.7,92.76,1,0
22.67,94.3,2,1
3.87,84.76,1,2
7.86,86.6,2,1
11.35,90.43,0,2
17.31,94.71,0,0
29.05,97.33,0,0
23.12,85.89,1,0
20.88,88.87,2,1
11.18,82.59,1,2
23.68,97.57,0,0
29.76,85.6,1,0
26.81,84.39,2,1
24.94,89.28,0,0
29.43,98.92,1,0
12.93,86.07,1,2
27.17,88.39,2,1
25.05,81.8,2,1
20.25,80.84,1,0
16.33,84.33,1,0
8.21,91.26,1,2
1.61,94.14,2,1
8.41,93.38,0,2
27.02,82.45,2,1
3.31,84.28,0,2
24.55,94.76,1,0
4.71,85.64,2,1
17.56,88.17,1,0
2.46,91.17,2,1
25.75,84.16,2,1
7.79,80.93,2,1
9.07,88.55,1,2
24.83,95.39,2,1
1.52,88.72,2,1
13.32,93.46,2,1
22.06,86.77,1,0
2.63,85.71,0,2
3.27,81.7,0,2
23.8,87.98,2,1
9.01,97.94,1,2
7.87,91.73,1,2
29.78,96.53,0,0
20.73,96.88,1,0
1.31,97.59,0,2
1.42,92.73,1,2
19.28,89.71,0,0
22.81,91.22,2,1
22.79,91.25,1,0
8.53,82.35,2,1
19.0,89.53,0,0
5.59,98.05,0,2
11.14,92.15,0,2
11.42,87.14,1,2
3.7,89.96,0,2
9.53,95.58,0,2
25.11,94.61,0,0
28.69,84.21,1,0
15.71,89.67,1,0
10.87,90.44,2,1
10.1,96.99,0,2
7.69,88.34,0,2
1.03,98.57,0,2
24.45,93.68,2,1
27.96,80.75,0,0
26.38,83.61,1,0
21.39,85.67,0,0
16.95,87.48,2,1
7.75,94.99,0,2
22.42,87.53,0,0
5.76,96.8,0,2
21.56,87.83,2,1
2.21,83.45,0,2
29.19,96.67,2,1
18.05,98.1,1,0
21.27,97.33,1,0
1.15,96.83,0,2
24.01,87.86,2,1
19.25,96.67,2,1
9.44,98.77,2,1
3.59,94.1,0,2
28.0,91.4,2,1
18.59,80.4,2,1
5.74,85.9,2,1
4.65,88.53,1,2
28.09,91.46,2,1
26.25,93.68,2,1
4.76,80.73,0,2
23.74,90.37,2,1
24.81,86.07,0,0
12.15,90.79,2,1
3.51,83.01,0,2
22.61,97.63,2,1
29.88,89.26,0,0
6.67,95.14,0,2
23.87,93.99,1,0
9.66,98.74,1,2
2.14,92.56,2,1
10.37,89.8,1,2
17.78,88.25,2,1
24.29,83.48,2,1
18.24,87.31,0,0
23.39,83.99,2,1
11.81,88.64,1,2
18.57,95.89,1,0
29.39,91.03,0,0
22.9,87.91,2,1
22.81,86.3,0,0
22.68,84.28,0,0
18.33,89.5,2,1
26.72,94.6,1,0
24.87,98.03,2,1
15.2,85.21,2,1
16.33,90.1,0,0
20.48,89.03,0,0
3.9,80.53,2,1
2.02,87.46,0,2
24.87,97.1,2,1
20.45,87.85,2,1
8.72,88.84,0,2
26.59,92.36,0,0
23.29,90.52,1,0
1.42,92.44,2,1
2.19,90.17,0,2
28.15,95.48,2,1
28.16,83.97,0,0
1.26,88.52,1,2
21.29,94.16,1,0
23.05,91.39,0,0
4.49,97.47,2,1
15.09,97.41,0,2
20.84,84.8,0,0
28.23,93.02,2,1
6.6,95.55,1,2
4.08,84.89,1,2
24.49,87.45,1,0
2.91,92.09,2,1
27.25,80.73,2,1
8.87,98.34,1,2
15.74,90.42,1,0
6.22,97.39,1,2
5.37,81.67,0,2
8.14,90.95,0,2
25.05,89.93,0,0
9.42,94.54,1,2
26.23,81.89,2,1
15.6,83.04,1,0
21.01,92.65,1,0
24.66,82.02,0,0
26.38,88.11,1,0
27.63,94.34,2,1
12.66,93.81,1,2
7.73,87.45,2,1
29.09,95.44,0,0
17.25,91.85,0,0
10.77,90.44,2,1
1.52,97.62,2,1
5.69,87.72,0,2
7.38,93.16,2,1
21.13,94.82,2,1
21.28,95.06,0,0
26.11,84.46,1,0
25.64,91.5,0,0
24.86,94.88,0,0
22.49,98.43,2,1
29.5,95.09,0,0
18.2,96.88,2,1
16.44,84.96,1,0
13.6,97.06,2,1
27.25,91.59,2,1
18.51,92.68,2,1
7.13,83.39,2,1
18.13,80.29,0,0
15.3,98.04,2,1
26.56,80.6,0,0
24.21,89.68,1,0
19.72,87.51,0,0
23.14,98.64,0,0
9.83,95.89,0,2
24.61,95.71,1,0
9.16,88.94,1,2
29.1,93.95,0,0
23.18,97.93,0,0
20.38,82.21,0,0
24.5,87.88,0,0
20.45,84.11,1,0
21.53,92.86,1,0
4.6,88.34,1,2
11.43,88.74,0,2
28.7,83.96,0,0
20.97,83.31,0,0
19.47,99.58,2,1
29.4,82.24,1,0
26.72,89.73,0,0
21.83,83.53,2,1
12.96,88.43,2,1
27.31,93.77,1,0
19.4,85.43,0,0
1.01,82.34,1,2
20.81,92.69,0,0
10.68,85.07,0,2
6.5,84.47,0,2
11.02,99.4,1,2
11.76,92.46,1,2
19.4,90.84,1,0
15.17,96.49,1,2
1.54,82.47,1,2
23.2,80.16,0,0
28.91,85.73,2,1
27.37,85.97,1,0
11.28,98.23,2,1
15.41,93.25,2,1
2.67,86.76,1,2
29.84,96.48,2,1
13.12,81.2,1,2
29.98,84.2,2,1
10.18,87.76,0,2
23.41,92.73,2,1
29.45,98.94,2,1
17.62,91.6,1,0
13.73,90.64,1,2
18.44,91.31,1,0
23.5,80.88,0,0
1.06,93.45,0,2
6.7,88.17,2,1
14.27,93.21,2,1
2.45,86.72,0,2
25.62,80.62,2,1
20.42,82.32,1,0
11.2,88.35,2,1
2.28,86.95,0,2
28.75,85.41,1,0
21.99,87.99,0,0
18.65,86.84,1,0
1.79,83.06,1,2
5.23,92.71,1,2
19.07,83.57,2,1
24.45,87.26,2,1
8.98,80.27,2,1
6.99,95.18,2,1
5.48,87.58,2,1
4.26,96.14,1,2
13.77,97.28,2,1
3.28,95.59,0,2
20.97,81.37,1,0
14.57,82.06,2,1
3.35,84.28,0,2
21.9,89.31,2,1
4.15,86.66,0,2
14.18,82.6,0,2
6.05,87.23,2,1
28.8,94.6,0,0
5.16,83.6,1,2
18.33,95.42,1,0
15.84,83.49,1,0
15.51,98.89,2,1
9.75,94.92,1,2
27.62,85.43,0,0
29.77,96.34,0,0
20.79,91.37,2,1
2.91,84.54,1,2
17.88,80.56,0,0
25.36,99.17,1,0
28.13,85.51,0,0
23.78,96.21,1,0
9.96,98.37,2,1
26.45,99.5,2,1
1.55,82.76,1,2
13.18,92.53,2,1
15.68,95.09,2,1
13.65,84.87,1,2
10.0,99.03,0,2
24.0,92.57,1,0
26.17,82.48,0,0
22.65,84.99,1,0
8.63,81.52,1,2
21.26,98.19,1,0
18.39,90.29,2,1
16.17,94.64,2,1
1.28,86.62,0,2
25.17,80.17,0,0
14.75,84.01,1,2
28.91,90.0,1,0
8.34,81.81,1,2
11.56,86.14,0,2
13.81,86.57,2,1
17.32,94.46,1,0
17.69,87.23,1,0
10.22,93.07,2,1
16.03,90.34,0,0
1.3,92.27,0,2
19.76,93.14,2,1
15.09,92.93,0,2
17.89,86.14,1,0
22.79,87.92,0,0
27.37,82.79,0,0
10.38,89.74,1,2
8.97,83.38,1,2
6.2,91.34,0,2
14.38,92.87,1,2
9.76,81.76,1,2
24.78,87.91,2,1
10.67,85.76,2,1
2.46,99.33,1,2
15.85,99.93,2,1
2.43,87.73,1,2
6.22,95.66,0,2
26.93,82.17,0,0
27.02,97.65,1,0
6.18,82.97,2,1
27.89,80.34,2,1
29.85,92.84,1,0
6.94,89.29,1,2
8.4,82.69,2,1
21.18,82.46,0,0
4.22,86.54,0,2
9.02,98.97,0,2
28.96,88.6,2,1
12.03,85.14,2,1
29.82,91.47,2,1
7.88,87.54,0,2
3.92,88.79,0,2
11.22,99.95,1,2
25.55,93.95,2,1
14.74,96.26,2,1
20.46,85.62,2,1
18.04,84.94,2,1
19.01,84.07,0,0
13.1,92.14,2,1
9.84,95.49,2,1
7.47,91.66,0,2
13.06,94.34,0,2
21.85,89.11,2,1
5.64,98.9,1,2
29.2,86.45,0,0
15.52,88.13,2,1
23.43,94.54,0,0
28.26,97.38,1,0
8.21,88.41,1,2
23.82,94.19,2,1
25.66,80.6,0,0
12.83,86.61,2,1
1.67,92.28,1,2
21.65,89.72,0,0
15.28,86.73,1,2
28.12,91.46,1,0
24.32,98.6,1,0
20.46,80.7,2,1
23.06,91.34,1,0
17.23,83.6,0,0
13.95,82.18,1,2
5.34,87.14,2,1
13.07,94.93,0,2
12.35,97.58,1,2
7.12,93.07,2,1
14.01,90.92,0,2
21.24,81.88,1,0
6.97,97.29,0,2
7.08,97.29,2,1
4.46,95.41,1,2
25.56,87.17,2,1
14.13,82.87,0,2
25.49,90.16,0,0
2.34,97.84,0,2
22.85,84.05,2,1
9.56,91.31,0,2
6.87,90.2,0,2
15.22,89.36,1,2
2.29,92.44,1,2
14.11,87.8,1,2
4.37,95.91,2,1
9.21,80.21,1,2
15.73,90.16,0,0
4.57,97.94,2,1
26.76,90.47,2,1
1.28,86.67,2,1
13.58,88.47,1,2
23.89,85.16,0,0
20.48,88.69,0,0
23.47,80.71,1,0
7.05,90.46,2,1
22.52,89.67,2,1
24.85,81.61,0,0
22.44,85.96,2,1
17.0,96.93,1,0
8.6,98.78,0,2
1.2,95.97,0,2
28.23,92.26,2,1
14.16,91.38,1,2
9.67,93.67,2,1
26.63,80.04,0,0
10.3,80.63,1,2
14.06,91.52,2,1
22.89,87.5,2,1
23.5,99.62,1,0
14.12,88.16,2,1
10.91,95.05,2,1
26.77,97.89,2,1
27.61,90.82,2,1
24.49,95.29,1,0
5.44,96.82,0,2
15.28,86.99,0,2
5.44,88.57,0,2
24.94,92.11,0,0
12.36,89.22,1,2
19.4,86.38,0,0
27.33,84.05,0,0
12.14,87.65,2,1
29.39,87.32,2,1
26.53,94.91,2,1
14.39,87.85,2,1
4.77,94.3,0,2
17.62,94.02,2,1
7.18,95.84,2,1
11.91,91.73,2,1
24.11,91.75,0,0
14.12,93.45,2,1
4.38,81.88,1,2
2.77,90.46,0,2
23.4,92.32,2,1
22.45,93.07,2,1
29.14,95.42,1,0
26.9,87.87,0,0
25.75,85.73,0,0
29.72,94.66,0,0
28.79,97.41,2,1
7.96,84.53,2,1
3.34,93.85,0,2
24.24,92.74,1,0
11.17,94.03,2,1
3.1,91.05,0,2
5.47,82.3,0,2
23.0,89.27,0,0
29.99,97.39,1,0
11.46,85.19,0,2
16.34,83.05,1,0
16.41,82.09,1,0
6.8,83.01,1,2
11.05,81.96,2,1
13.16,97.86,0,2
15.71,99.47,2,1
28.75,98.66,2,1
18.36,84.33,0,0
21.99,93.28,1,0
22.07,98.63,0,0
1.77,84.17,0,2
9.72,89.3,1,2
27.05,96.14,2,1
11.46,82.88,0,2
9.84,93.15,1,2
2.94,98.44,2,1
5.47,96.5,0,2
11.4,85.54,2,1
28.38,85.21,1,0
13.49,89.89,2,1
7.74,85.65,2,1
20.57,92.63,0,0
8.05,81.02,0,2
20.17,87.38,2,1
6.34,90.6,1,2
4.54,99.15,1,2
3.53,97.86,0,2
17.84,88.28,0,0
26.78,80.68,1,0
18.68,85.93,1,0
16.25,97.26,2,1
21.36,80.23,2,1
20.92,89.51,0,0
20.93,84.61,2,1
29.14,80.77,0,0
17.01,86.15,2,1
3.96,85.61,0,2
28.07,96.36,2,1
25.56,80.86,1,0
13.99,95.87,0,2
23.19,92.88,1,0
4.41,86.16,1,2
13.56,85.58,2,1
13.44,80.75,1,2
28.39,95.03,2,1
10.43,95.17,2,1
16.5,98.65,1,0
21.33,87.06,0,0
1.76,82.93,0,2
4.55,80.03,1,2
16.96,93.05,1,0
25.51,98.33,2,1
20.47,81.22,2,1
19.23,99.1,1,0
26.82,90.8,2,1
5.73,91.75,0,2
21.19,95.19,2,1
14.68,93.87,2,1
1.53,80.11,0,2
3.98,94.91,0,2
24.33,90.02,1,0
26.04,81.85,1,0
16.37,99.13,2,1
3.66,85.29,2,1
23.56,80.78,1,0
10.68,82.03,2,1
14.06,80.09,1,2
29.06,90.86,1,0
10.99,96.82,0,2
11.77,85.54,0,2
6.17,92.22,2,1
28.26,82.68,0,0
11.14,96.65,0,2
6.33,87.74,1,2
5.28,83.66,2,1
16.19,85.06,0,0
5.05,92.1,0,2
12.76,86.76,0,2
24.49,99.27,2,1
27.6,87.17,2,1
1.43,97.22,1,2
24.26,83.06,1,0
12.12,85.21,1,2
12.2,96.41,2,1
1.48,94.69,2,1
20.17,86.34,0,0
6.97,81.59,1,2
19.86,90.29,1,0
18.88,83.76,0,0
12.83,87.21,0,2
11.96,88.36,0,2
18.87,84.05,0,0
25.63,86.92,2,1
10.18,99.0,1,2
27.21,82.44,2,1
23.42,82.84,2,1
18.62,82.83,2,1
16.31,86.49,0,0
1.9,81.39,1,2
2.56,91.67,2,1
5.19,97.85,0,2
23.7,83.66,2,1
23.98,93.79,2,1
23.88,99.66,2,1
24.21,98.05,0,0
14.35,87.74,0,2
26.12,94.96,0,0
20.46,88.93,2,1
14.74,92.54,2,1
24.29,96.23,0,0
7.93,87.42,1,2
6.14,93.82,2,1
15.72,88.64,0,0
1.63,82.6,0,2
8.69,92.94,0,2
10.65,96.72,0,2
12.86,85.71,1,2
27.02,82.33,0,0
5.68,94.09,0,2
2.04,82.5,0,2
6.27,95.87,1,2
2.62,98.42,1,2
8.68,90.35,1,2
22.91,98.85,1,0
13.31,84.15,1,2
12.67,99.32,1,2
21.61,92.64,1,0
22.69,82.07,2,1
22.21,82.42,1,0
4.05,91.73,2,1
8.83,82.48,0,2
7.96,83.74,1,2
16.3,97.26,1,0
4.55,85.33,1,2
11.43,85.2,2,1
14.63,97.5,0,2
15.29,83.97,2,1
4.42,93.31,0,2
13.59,84.84,1,2
28.43,87.52,0,0
17.17,84.4,1,0
26.47,82.71,2,1
13.8,92.62,1,2
1.98,96.82,0,2
22.33,87.98,1,0
15.54,90.24,1,0
27.55,93.01,2,1
26.26,87.95,0,0
1.56,91.28,0,2
24.85,89.55,0,0
12.82,92.01,2,1
3.93,93.5,1,2
18.09,84.13,0,0
23.21,86.11,1,0
10.37,89.52,0,2
1.15,90.98,0,2
24.47,95.68,1,0
19.09,91.38,2,1
7.02,95.91,0,2
27.22,88.36,2,1
19.24,80.53,0,0
23.0,97.49,0,0
25.08,84.69,0,0
23.36,81.48,2,1
12.4,97.65,2,1
4.47,92.24,1,2
18.44,88.25,1,0
3.46,90.33,0,2
5.78,93.84,1,2
20.31,83.78,1,0
2.39,97.13,2,1
21.03,93.79,2,1
6.63,80.5,1,2
20.43,99.58,0,0
3.22,81.19,0,2
15.4,94.91,2,1
15.23,94.89,1,2
15.06,85.68,2,1
26.55,84.24,2,1
4.65,85.65,1,2
1.79,91.53,2,1
26.99,83.81,0,0
23.62,95.4,2,1
3.99,85.77,0,2
3.67,81.22,0,2
6.64,95.42,0,2
8.66,86.5,2,1
25.72,83.67,1,0
27.55,93.62,2,1
3.02,92.2,2,1
8.4,96.92,0,2
27.67,95.51,0,0
22.78,90.78,2,1
29.13,81.94,1,0
11.82,98.46,0,2
6.57,83.4,0,2
29.75,98.44,0,0
22.32,80.79,1,0
9.67,93.83,2,1
18.35,86.38,1,0
3.72,87.48,1,2
29.73,83.89,0,0
25.78,81.38,0,0
20.54,95.79,1,0
8.86,93.26,0,2
25.61,82.62,2,1
16.43,91.46,2,1
11.14,93.62,2,1
10.02,82.22,1,2
19.4,81.86,1,0
20.07,92.04,1,0
2.33,98.05,1,2
13.16,94.79,0,2
11.95,86.35,2,1
20.62,93.72,0,0
9.61,98.57,1,2
29.67,81.32,1,0
24.2,92.5,1,0
28.16,81.21,0,0
13.47,83.63,0,2
12.8,81.53,2,1
23.42,94.17,2,1
11.15,97.91,1,2
11.42,88.35,1,2
11.91,88.73,1,2
21.97,96.32,1,0
16.64,96.7,2,1
3.95,98.83,2,1
12.42,98.24,0,2
4.56,88.76,2,1
5.65,92.85,1,2
12.91,83.7,0,2
11.13,87.53,0,2
8.33,92.78,2,1
27.2,94.87,2,1
20.29,93.26,2,1
17.73,80.74,1,0
11.91,82.67,1,2
29.44,93.67,0,0
19.62,87.38,0,0
23.07,88.08,0,0
24.37,96.06,0,0
25.88,95.31,2,1
8.13,89.26,1,2
9.35,93.84,0,2
14.75,92.29,1,2
23.59,81.39,1,0
23.4,92.95,0,0
6.1,81.12,1,2
24.51,86.42,0,0
2.14,94.34,2,1
13.15,95.97,1,2
10.39,89.01,2,1
13.2,88.48,2,1
14.01,85.57,2,1
18.12,98.96,1,0
23.14,84.47,1,0
10.1,85.4,2,1
26.32,98.17,1,0
16.45,81.99,2,1
20.7,97.59,1,0
28.93,89.94,1,0
27.71,85.68,2,1
23.69,87.23,2,1
14.05,80.84,1,2
27.0,94.73,0,0
20.16,94.4,1,0
18.88,94.04,1,0
